recipe,pair,scope,rank
Transitive Transport Bridge,text-free,aggregate,65
Transitive Transport Bridge,text-free,aggregate,27
Transitive Transport Bridge,text-free,aggregate,51
Transitive Transport Bridge,text-free,aggregate,111
Transitive Transport Bridge,text-free,aggregate,156
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,19
Transitive Transport Bridge,text-free,aggregate,150
Transitive Transport Bridge,text-free,aggregate,71
Transitive Transport Bridge,text-free,aggregate,66
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,186
Transitive Transport Bridge,text-free,aggregate,210
Transitive Transport Bridge,text-free,aggregate,114
Transitive Transport Bridge,text-free,aggregate,378
Transitive Transport Bridge,text-free,aggregate,23
Transitive Transport Bridge,text-free,aggregate,5
Transitive Transport Bridge,text-free,aggregate,226
Transitive Transport Bridge,text-free,aggregate,99
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,17
Transitive Transport Bridge,text-free,aggregate,37
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,121
Transitive Transport Bridge,text-free,aggregate,292
Transitive Transport Bridge,text-free,aggregate,44
Transitive Transport Bridge,text-free,aggregate,137
Transitive Transport Bridge,text-free,aggregate,8
Transitive Transport Bridge,text-free,aggregate,49
Transitive Transport Bridge,text-free,aggregate,37
Transitive Transport Bridge,text-free,aggregate,376
Transitive Transport Bridge,text-free,aggregate,44
Transitive Transport Bridge,text-free,aggregate,24
Transitive Transport Bridge,text-free,aggregate,6
Transitive Transport Bridge,text-free,aggregate,83
Transitive Transport Bridge,text-free,aggregate,50
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,246
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,47
Transitive Transport Bridge,text-free,aggregate,211
Transitive Transport Bridge,text-free,aggregate,35
Transitive Transport Bridge,text-free,aggregate,9
Transitive Transport Bridge,text-free,aggregate,219
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,33
Transitive Transport Bridge,text-free,aggregate,100
Transitive Transport Bridge,text-free,aggregate,156
Transitive Transport Bridge,text-free,aggregate,124
Transitive Transport Bridge,text-free,aggregate,207
Transitive Transport Bridge,text-free,aggregate,169
Transitive Transport Bridge,text-free,aggregate,17
Transitive Transport Bridge,text-free,aggregate,235
Transitive Transport Bridge,text-free,aggregate,5
Transitive Transport Bridge,text-free,aggregate,80
Transitive Transport Bridge,text-free,aggregate,30
Transitive Transport Bridge,text-free,aggregate,32
Transitive Transport Bridge,text-free,aggregate,101
Transitive Transport Bridge,text-free,aggregate,15
Transitive Transport Bridge,text-free,aggregate,3
Transitive Transport Bridge,text-free,aggregate,260
Transitive Transport Bridge,text-free,aggregate,80
Transitive Transport Bridge,text-free,aggregate,26
Transitive Transport Bridge,text-free,aggregate,41
Transitive Transport Bridge,text-free,aggregate,138
Transitive Transport Bridge,text-free,aggregate,214
Transitive Transport Bridge,text-free,aggregate,14
Transitive Transport Bridge,text-free,aggregate,16
Transitive Transport Bridge,text-free,aggregate,7
Transitive Transport Bridge,text-free,aggregate,337
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,3
Transitive Transport Bridge,text-free,aggregate,23
Transitive Transport Bridge,text-free,aggregate,229
Transitive Transport Bridge,text-free,aggregate,7
Transitive Transport Bridge,text-free,aggregate,74
Transitive Transport Bridge,text-free,aggregate,219
Transitive Transport Bridge,text-free,aggregate,6
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,207
Transitive Transport Bridge,text-free,aggregate,37
Transitive Transport Bridge,text-free,aggregate,13
Transitive Transport Bridge,text-free,aggregate,71
Transitive Transport Bridge,text-free,aggregate,11
Transitive Transport Bridge,text-free,aggregate,6
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,26
Transitive Transport Bridge,text-free,aggregate,128
Transitive Transport Bridge,text-free,aggregate,32
Transitive Transport Bridge,text-free,aggregate,80
Transitive Transport Bridge,text-free,aggregate,241
Transitive Transport Bridge,text-free,aggregate,190
Transitive Transport Bridge,text-free,aggregate,8
Transitive Transport Bridge,text-free,aggregate,79
Transitive Transport Bridge,text-free,aggregate,157
Transitive Transport Bridge,text-free,aggregate,22
Transitive Transport Bridge,text-free,aggregate,51
Transitive Transport Bridge,text-free,aggregate,228
Transitive Transport Bridge,text-free,aggregate,21
Transitive Transport Bridge,text-free,aggregate,8
Transitive Transport Bridge,text-free,aggregate,62
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,13
Transitive Transport Bridge,text-free,aggregate,56
Transitive Transport Bridge,text-free,aggregate,9
Transitive Transport Bridge,text-free,aggregate,162
Transitive Transport Bridge,text-free,aggregate,91
Transitive Transport Bridge,text-free,aggregate,77
Transitive Transport Bridge,text-free,aggregate,259
Transitive Transport Bridge,text-free,aggregate,66
Transitive Transport Bridge,text-free,aggregate,222
Transitive Transport Bridge,text-free,aggregate,135
Transitive Transport Bridge,text-free,aggregate,19
Transitive Transport Bridge,text-free,aggregate,280
Transitive Transport Bridge,text-free,aggregate,96
Transitive Transport Bridge,text-free,aggregate,123
Transitive Transport Bridge,text-free,aggregate,129
Transitive Transport Bridge,text-free,aggregate,328
Transitive Transport Bridge,text-free,aggregate,252
Transitive Transport Bridge,text-free,aggregate,21
Transitive Transport Bridge,text-free,aggregate,27
Transitive Transport Bridge,text-free,aggregate,21
Transitive Transport Bridge,text-free,aggregate,35
Transitive Transport Bridge,text-free,aggregate,25
Transitive Transport Bridge,text-free,aggregate,4
Transitive Transport Bridge,text-free,aggregate,147
Transitive Transport Bridge,text-free,aggregate,139
Transitive Transport Bridge,text-free,aggregate,42
Transitive Transport Bridge,text-free,aggregate,87
Transitive Transport Bridge,text-free,aggregate,286
Transitive Transport Bridge,text-free,aggregate,56
Transitive Transport Bridge,text-free,aggregate,3
Transitive Transport Bridge,text-free,aggregate,12
Transitive Transport Bridge,text-free,aggregate,59
Transitive Transport Bridge,text-free,aggregate,100
Transitive Transport Bridge,text-free,aggregate,187
Transitive Transport Bridge,text-free,aggregate,360
Transitive Transport Bridge,text-free,aggregate,67
Transitive Transport Bridge,text-free,aggregate,218
Transitive Transport Bridge,text-free,aggregate,9
Transitive Transport Bridge,text-free,aggregate,259
Transitive Transport Bridge,text-free,aggregate,55
Transitive Transport Bridge,text-free,aggregate,70
Transitive Transport Bridge,text-free,aggregate,3
Transitive Transport Bridge,text-free,aggregate,335
Transitive Transport Bridge,text-free,aggregate,24
Transitive Transport Bridge,text-free,aggregate,138
Transitive Transport Bridge,text-free,aggregate,39
Transitive Transport Bridge,text-free,aggregate,10
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,61
Transitive Transport Bridge,text-free,aggregate,72
Transitive Transport Bridge,text-free,aggregate,115
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,339
Transitive Transport Bridge,text-free,aggregate,19
Transitive Transport Bridge,text-free,aggregate,215
Transitive Transport Bridge,text-free,aggregate,156
Transitive Transport Bridge,text-free,aggregate,244
Transitive Transport Bridge,text-free,aggregate,11
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,18
Transitive Transport Bridge,text-free,aggregate,25
Transitive Transport Bridge,text-free,aggregate,92
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,98
Transitive Transport Bridge,text-free,aggregate,88
Transitive Transport Bridge,text-free,aggregate,166
Transitive Transport Bridge,text-free,aggregate,3
Transitive Transport Bridge,text-free,aggregate,42
Transitive Transport Bridge,text-free,aggregate,10
Transitive Transport Bridge,text-free,aggregate,29
Transitive Transport Bridge,text-free,aggregate,252
Transitive Transport Bridge,text-free,aggregate,243
Transitive Transport Bridge,text-free,aggregate,21
Transitive Transport Bridge,text-free,aggregate,45
Transitive Transport Bridge,text-free,aggregate,188
Transitive Transport Bridge,text-free,aggregate,128
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,38
Transitive Transport Bridge,text-free,aggregate,147
Transitive Transport Bridge,text-free,aggregate,351
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,60
Transitive Transport Bridge,text-free,aggregate,142
Transitive Transport Bridge,text-free,aggregate,388
Transitive Transport Bridge,text-free,aggregate,64
Transitive Transport Bridge,text-free,aggregate,57
Transitive Transport Bridge,text-free,aggregate,178
Transitive Transport Bridge,text-free,aggregate,72
Transitive Transport Bridge,text-free,aggregate,97
Transitive Transport Bridge,text-free,aggregate,131
Transitive Transport Bridge,text-free,aggregate,11
Transitive Transport Bridge,text-free,aggregate,3
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,47
Transitive Transport Bridge,text-free,aggregate,225
Transitive Transport Bridge,text-free,aggregate,317
Transitive Transport Bridge,text-free,aggregate,164
Transitive Transport Bridge,text-free,aggregate,37
Transitive Transport Bridge,text-free,heldout,54
Transitive Transport Bridge,text-free,heldout,116
Transitive Transport Bridge,text-free,heldout,139
Transitive Transport Bridge,text-free,heldout,218
Transitive Transport Bridge,text-free,heldout,230
Transitive Transport Bridge,text-free,heldout,95
Transitive Transport Bridge,text-free,heldout,145
Transitive Transport Bridge,text-free,heldout,55
Transitive Transport Bridge,text-free,heldout,269
Transitive Transport Bridge,text-free,heldout,122
Transitive Transport Bridge,text-free,heldout,6
Transitive Transport Bridge,text-free,heldout,245
Transitive Transport Bridge,text-free,heldout,376
Transitive Transport Bridge,text-free,heldout,9
Transitive Transport Bridge,text-free,heldout,100
Transitive Transport Bridge,text-free,heldout,260
Transitive Transport Bridge,text-free,heldout,128
Transitive Transport Bridge,text-free,heldout,80
Transitive Transport Bridge,text-free,heldout,157
Transitive Transport Bridge,text-free,heldout,4
Transitive Transport Bridge,text-free,heldout,335
Transitive Transport Bridge,text-free,heldout,39
Transitive Transport Bridge,text-free,heldout,188
Transitive Transport Bridge,text-free,heldout,351
Transitive Transport Bridge,text-free,heldout,178
Transitive Transport Bridge,text-free,heldout,72
Caption Distance FGW,text-free,aggregate,63
Caption Distance FGW,text-free,aggregate,18
Caption Distance FGW,text-free,aggregate,5
Caption Distance FGW,text-free,aggregate,74
Caption Distance FGW,text-free,aggregate,109
Caption Distance FGW,text-free,aggregate,47
Caption Distance FGW,text-free,aggregate,11
Caption Distance FGW,text-free,aggregate,46
Caption Distance FGW,text-free,aggregate,11
Caption Distance FGW,text-free,aggregate,6
Caption Distance FGW,text-free,aggregate,19
Caption Distance FGW,text-free,aggregate,1
Caption Distance FGW,text-free,aggregate,63
Caption Distance FGW,text-free,aggregate,2
Caption Distance FGW,text-free,aggregate,278
Caption Distance FGW,text-free,aggregate,2
Caption Distance FGW,text-free,aggregate,123
Caption Distance FGW,text-free,aggregate,58
Caption Distance FGW,text-free,aggregate,20
Caption Distance FGW,text-free,aggregate,14
Caption Distance FGW,text-free,aggregate,182
Caption Distance FGW,text-free,aggregate,37
Caption Distance FGW,text-free,aggregate,31
Caption Distance FGW,text-free,aggregate,63
Caption Distance FGW,text-free,aggregate,22
Caption Distance FGW,text-free,aggregate,167
Caption Distance FGW,text-free,aggregate,15
Caption Distance FGW,text-free,aggregate,132
Caption Distance FGW,text-free,aggregate,6
Caption Distance FGW,text-free,aggregate,194
Caption Distance FGW,text-free,aggregate,7
Caption Distance FGW,text-free,aggregate,11
Caption Distance FGW,text-free,aggregate,25
Caption Distance FGW,text-free,aggregate,19
Caption Distance FGW,text-free,aggregate,193
Caption Distance FGW,text-free,aggregate,2
Caption Distance FGW,text-free,aggregate,49
Caption Distance FGW,text-free,aggregate,3
Caption Distance FGW,text-free,aggregate,23
Caption Distance FGW,text-free,aggregate,17
Caption Distance FGW,text-free,aggregate,12
Caption Distance FGW,text-free,aggregate,255
